ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_Remote_1,EMP_Engagement_1,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,Gender,Emp_Work_Status2,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Satisfaction,Emp_Competitive_1,Emp_Collaborative_1
184,LEOS,Human Resources,UK,Level 2-4,5,1,1,8,10,0.4,10,7,4,9,2,122,6,0,1,high,F,10,9,7,8,5,8,6,10
185,LATHAN,IT,UK,Level 2-4,5,0,1,10,10,0.4,10,9,3,10,3,120,5,0,1,high,M,10,8,7,9,4,8,6,10
186,KUJAWA,Warehouse,Colombia,Level 2-4,5,0,1,10,10,0.4,10,8,3,10,5,286,7,0,1,low,F,9,10,8,8,5,8,7,7
187,KIMBRO,Operations,Colombia,Level 2-4,5,1,1,10,8,0.4,8,7,3,9,2,155,5,0,0,medium,F,7,8,10,8,3,7,6,9
188,KILLEBREW,Sales,France,Level 2-4,5,1,1,9,10,0.4,8,8,3,8,6,177,5,0,0,medium,F,7,9,7,9,5,7,6,10
189,JOSHUA,IT,Turkey,Level 2-4,5,1,1,10,10,0.4,8,7,3,9,4,161,5,0,1,low,M,10,8,7,8,5,8,8,9
190,HOULIHAN,Human Resources,Japan,Level 2-4,5,1,1,9,10,0.4,10,7,5,8,6,174,7,0,1,medium,F,9,8,8,9,2,7,8,7
191,HOBBY,IT,Korea,Level 2-4,5,1,1,10,9,0.4,8,7,4,10,4,286,5,0,1,high,F,9,7,7,10,5,8,9,7
192,HINCKLEY,Warehouse,China,Level 2-4,5,1,1,10,8,0.4,9,8,3,10,3,248,7,0,1,medium,F,8,10,10,8,4,8,8,9
193,HEROD,Operations,Australia,Level 2-4,5,0,1,7,9,0.4,7,8,3,8,3,180,5,0,1,medium,F,10,9,10,7,5,8,9,10
194,HEPLER,Sales,US,Level 2-4,5,0,1,8,9,0.4,8,8,3,9,2,245,7,0,0,medium,F,7,7,8,9,6,7,7,8
195,HAMNER,Finance,US,Level 2-4,5,0,1,8,9,0.4,8,9,3,9,6,162,5,0,1,high,M,7,8,9,8,6,8,8,8
196,HAMMEL,Human Resources,Korea,Level 2-4,5,1,1,9,9,0.4,9,8,3,10,2,255,5,0,1,medium,F,9,10,9,9,5,8,8,10
197,HALLOWELL,IT,Japan,Level 2-4,5,0,1,9,9,0.4,8,9,3,9,3,160,5,0,0,low,F,8,8,7,8,3,7,9,10
198,GONSALEZ,Warehouse,China,Level 2-4,5,0,1,8,9,0.4,9,7,3,10,6,110,7,0,1,high,M,7,9,8,9,6,8,8,7
199,GINGERICH,Operations,China,Level 2-4,5,1,1,8,10,0.4,8,9,3,8,2,277,5,0,1,medium,M,10,10,9,7,6,8,7,9
200,GAMBILL,Sales,Korea,Level 2-4,5,0,1,8,10,0.4,9,8,3,9,4,114,7,0,1,high,F,7,8,7,9,3,7,9,9
201,FUNKHOUSER,Finance,Korea,Level 2-4,5,1,1,7,10,0.4,5,7,5,10,3,262,7,0,0,high,F,7,7,10,8,5,7,9,8
202,FRICKE,Human Resources,Colombia,Level 2-4,5,1,1,10,10,0.4,9,7,5,10,5,199,6,0,0,high,M,7,10,7,10,3,7,6,10
203,FEWELL,IT,Turkey,Level 2-4,5,0,1,7,9,0.4,6,7,3,10,3,160,5,0,0,medium,F,9,7,7,9,5,7,6,7
204,FALKNER,Warehouse,Korea,Level 2-4,5,0,1,9,10,0.4,10,7,4,10,5,212,7,0,0,medium,M,8,7,10,7,2,7,8,7
205,ENDSLEY,Operations,France,Level 2-4,5,1,1,9,10,0.4,9,8,3,9,2,105,7,0,1,low,M,10,7,10,7,6,8,7,9
206,DULIN,Sales,US,Level 2-4,5,0,1,8,10,0.4,9,9,3,10,3,130,6,0,1,low,M,10,7,9,9,4,8,9,8
207,DRENNEN,Finance,China,Level 2-4,5,1,1,7,8,0.4,6,7,4,9,6,214,5,0,0,medium,F,7,7,7,8,2,6,8,9
208,DEAVER,Human Resources,Colombia,Level 2-4,5,0,1,9,9,0.4,10,7,4,10,6,205,6,0,1,medium,F,7,8,8,9,6,8,8,9
209,DAMBROSIO,IT,Colombia,Level 2-4,5,0,1,7,9,0.4,6,9,4,9,3,146,6,0,0,high,F,8,7,10,8,2,7,6,10
210,CLOVER,Warehouse,Colombia,Level 2-4,5,1,1,8,9,0.4,8,9,3,8,4,246,7,0,1,high,F,7,8,8,10,6,8,9,7
211,CHADWELL,Operations,Australia,Level 2-4,5,1,1,7,10,0.4,5,7,4,9,3,236,5,0,1,medium,M,7,9,7,7,4,7,7,8
212,CEASAR,Sales,Turkey,Level 2-4,5,1,1,9,8,0.4,8,8,4,9,4,207,6,0,0,high,F,8,10,7,9,3,7,8,10
213,CASTANON,Finance,Turkey,Level 2-4,5,1,1,10,8,0.4,9,8,5,8,3,145,7,0,1,medium,F,9,10,7,10,4,8,9,8
214,CANON,Human Resources,US,Level 2-4,5,1,1,10,10,0.4,9,9,5,8,3,113,6,0,1,high,F,10,8,9,8,4,8,9,7
215,BURKES,IT,France,Level 2-4,5,0,1,9,9,0.4,10,7,3,8,4,138,6,0,1,high,F,8,7,10,8,5,8,7,7
216,BRUNE,Warehouse,France,Level 2-4,5,1,1,7,8,0.4,5,7,3,7,2,108,7,0,1,medium,M,9,8,9,10,2,8,8,9
217,BRISCO,Operations,US,Level 2-4,5,1,1,10,10,0.4,8,7,5,8,5,219,6,0,1,medium,F,9,8,7,10,2,7,6,7
218,BRINKER,Sales,Colombia,Level 2-4,5,0,1,10,10,0.4,9,7,5,9,2,132,5,0,0,low,M,8,8,8,8,4,7,6,10
219,BOWKER,IT,US,Level 2-4,2,1,0,3,5,0.4,3,4,1,3,2,238,5,1,0,low,F,5,2,2,2,2,3,1,3
220,BOLDT,Human Resources,Colombia,Level 2-4,2,1,0,1,3,0.4,1,1,2,4,6,153,5,1,0,low,F,3,1,1,2,1,2,2,1
221,BERNER,IT,Korea,Level 2-4,2,0,0,1,3,0.4,3,2,1,5,4,145,5,0,0,medium,M,5,5,5,2,1,4,2,4
222,BEE,Warehouse,US,Level 2-4,2,1,0,2,3,0.4,4,2,1,5,3,139,6,0,0,medium,M,3,4,5,2,1,3,5,3
223,BEAUMONT,Operations,Australia,Level 2-4,2,0,0,5,5,0.4,5,6,1,3,3,158,7,1,0,low,F,1,2,1,2,2,2,5,5
224,BEAIRD,Sales,Japan,Level 2-4,2,0,0,2,5,0.4,2,2,2,4,4,274,7,1,0,low,M,5,1,1,2,1,2,2,3
225,BAZEMORE,IT,Colombia,Level 2-4,2,0,0,5,4,0.4,7,6,2,4,3,213,6,0,0,low,F,1,4,2,2,1,2,2,4
226,BARRICK,Human Resources,Turkey,Level 2-4,2,1,0,2,4,0.4,4,4,1,4,3,158,5,1,0,low,F,2,1,2,1,2,2,5,3
227,ARNETTE,IT,France,Level 2-4,2,0,0,4,3,0.4,3,7,2,3,5,125,5,1,0,low,F,2,1,2,1,1,1,1,4
228,ALBANO,Warehouse,Australia,Level 2-4,2,0,0,6,3,0.4,6,7,1,5,2,148,7,0,0,high,F,5,4,2,5,1,3,2,3
229,YOUNTS,Operations,Japan,Level 2-4,2,0,0,2,4,0.4,1,3,1,4,4,145,5,0,0,medium,F,5,4,2,1,1,3,5,4
230,WUNDERLICH,Sales,Turkey,Level 2-4,2,1,0,1,4,0.4,2,3,1,3,3,139,7,0,0,medium,M,2,5,5,2,1,3,4,2
231,WEIDMAN,IT,US,Level 2-4,2,1,0,4,4,0.4,2,7,2,4,3,158,6,1,0,low,F,3,1,2,2,1,2,5,1
232,VANNESS,Human Resources,Japan,Level 2-4,2,0,0,1,3,0.4,3,4,1,5,4,274,7,1,0,low,M,5,1,1,2,2,2,2,3
233,TU,IT,China,Level 2-4,2,0,0,2,4,0.4,1,1,1,5,3,213,5,0,0,low,M,1,5,5,2,1,3,1,5
234,TOLAND,Warehouse,Colombia,Level 2-4,2,1,0,4,5,0.4,2,5,2,4,3,158,5,1,0,low,M,2,1,1,2,1,1,4,3
235,THEOBALD,Operations,UK,Level 2-4,2,0,0,6,5,0.4,6,5,2,4,5,125,5,1,0,low,F,2,2,2,2,1,2,2,2
236,STICKLER,Sales,China,Level 2-4,2,1,0,2,4,0.4,4,2,2,4,2,148,5,0,0,high,F,2,5,1,5,1,3,2,5
237,STEIGER,IT,Australia,Level 2-4,2,1,0,5,4,0.4,6,6,1,4,4,174,5,1,0,low,M,3,2,2,2,1,2,5,4
238,STANGER,Human Resources,Turkey,Level 2-4,2,1,0,1,4,0.4,4,2,1,5,3,138,7,1,0,low,F,1,2,1,1,2,1,2,1
239,SPIES,IT,Australia,Level 2-4,2,0,0,3,4,0.4,2,5,2,5,3,133,5,1,0,low,M,2,2,2,1,1,2,1,4
240,SPECTOR,Warehouse,US,Level 2-4,2,1,0,3,4,0.4,2,7,2,5,6,106,5,0,0,medium,M,5,1,1,1,2,2,2,4
241,SOLLARS,Operations,Turkey,Level 2-4,2,1,0,6,3,0.4,6,5,2,5,4,254,7,1,0,low,F,4,2,2,1,2,2,1,1
242,SMEDLEY,Sales,Turkey,Level 2-4,2,0,0,2,4,0.4,4,1,1,5,2,231,5,0,0,medium,F,5,1,1,2,2,2,1,2
243,SEIBEL,IT,US,Level 2-4,2,0,0,6,5,0.4,6,5,2,4,4,250,7,1,0,low,M,1,2,2,2,2,2,1,4
244,SCOVILLE,Human Resources,Colombia,Level 2-4,2,1,0,2,5,0.4,3,2,2,4,6,255,6,0,0,medium,F,5,1,2,2,1,2,1,3
245,SAITO,IT,France,Level 1,2,0,0,3,4,0.4,4,6,2,3,6,185,3,0,0,medium,F,1,1,1,1,2,1,2,4
246,RYE,Warehouse,US,Level 1,2,0,0,6,4,0.4,5,5,1,3,3,106,3,1,0,low,M,3,2,2,2,2,2,2,4
247,RUMMEL,Operations,China,Level 1,2,0,0,5,5,0.4,7,7,1,3,4,132,2,0,0,medium,F,1,2,1,1,1,1,2,4
248,RUDE,Sales,Turkey,Level 1,2,1,0,6,3,0.4,5,5,2,4,3,157,1,1,0,medium,F,4,2,1,1,1,2,2,1
249,ROWLES,Finance,Colombia,Level 1,2,0,0,4,3,0.4,3,6,1,3,4,232,3,0,0,medium,F,3,2,2,2,1,2,2,3
250,ROULEAU,IT,Colombia,Level 1,2,0,0,5,4,0.4,5,4,1,5,3,188,3,0,0,high,M,4,1,2,1,1,2,2,5
251,ROOS,IT,Colombia,Level 1,2,1,0,3,4,0.4,4,7,1,3,6,115,5,1,0,low,M,1,2,1,1,2,1,1,3
252,ROGAN,Warehouse,Japan,Level 1,2,1,0,5,3,0.4,7,7,1,5,4,190,3,0,0,medium,M,4,2,2,1,2,2,2,4
253,ROEMER,Operations,France,Level 1,2,1,0,6,4,0.4,7,7,2,4,2,141,1,0,0,medium,F,4,2,1,1,1,2,1,2
254,REAM,Sales,China,Level 1,2,1,0,1,5,0.4,2,2,2,3,2,263,4,0,0,medium,F,4,1,2,2,1,2,1,4
255,RAYA,Finance,Colombia,Level 1,2,0,0,6,5,0.4,7,6,2,5,6,244,5,1,0,low,M,4,2,2,2,2,2,2,3
256,PURKEY,IT,UK,Level 1,2,1,0,3,4,0.4,3,5,1,5,2,229,2,0,0,medium,F,2,2,2,1,1,2,1,3
257,PRIESTER,IT,Korea,Level 1,2,1,0,1,3,0.4,3,3,1,3,6,264,5,0,0,medium,M,1,2,1,2,2,2,2,1
258,PERREIRA,Warehouse,France,Level 1,2,0,0,2,3,0.4,1,4,2,4,2,194,1,0,0,medium,F,3,2,2,1,1,2,2,4
259,PENICK,Operations,Colombia,Level 1,2,0,0,5,3,0.4,7,6,2,5,3,103,1,0,0,high,F,5,1,1,2,1,2,1,2
260,PAULIN,Sales,France,Level 1,2,0,0,4,4,0.4,2,4,2,3,4,127,4,1,0,low,F,2,1,2,2,1,2,2,1
261,PARKINS,Finance,Australia,Level 1,2,0,0,2,5,0.4,1,1,2,5,3,216,2,0,0,medium,F,1,1,2,1,2,1,2,5
262,OVERCASH,IT,Japan,Level 1,2,0,0,2,3,0.4,4,3,2,5,2,146,4,0,0,medium,F,2,2,2,2,2,2,1,4
263,OLESON,IT,France,Level 1,2,1,0,2,3,0.4,1,2,1,4,3,231,2,0,0,medium,F,3,2,2,1,1,2,2,1
264,NICELY,Warehouse,US,Level 1,2,1,0,5,4,0.4,5,6,1,4,5,286,1,0,0,high,F,4,1,2,2,1,2,1,4
265,NEVES,Operations,US,Level 1,2,0,0,4,3,0.4,3,4,1,3,2,148,5,0,0,medium,F,1,2,2,1,1,1,2,2
266,MULDROW,Sales,France,Level 1,2,1,0,1,3,0.4,3,3,1,3,4,139,4,1,0,low,F,3,1,1,2,1,2,2,3
267,MINARD,Finance,Turkey,Level 1,2,1,0,3,3,0.4,4,5,1,4,5,107,3,0,0,medium,F,3,1,2,2,1,2,2,4
268,MIDGETT,Support,US,Level 1,2,1,0,4,5,0.4,4,7,1,5,6,148,1,1,0,low,M,4,2,2,1,2,2,1,1
269,MICHALAK,IT,Colombia,Level 1,2,0,0,3,3,0.4,2,5,1,3,3,138,1,0,0,medium,M,2,2,2,1,1,2,2,3
270,MELGAR,Warehouse,Turkey,Level 1,2,1,0,1,4,0.4,4,1,2,4,3,283,2,1,0,low,M,2,1,2,2,1,2,2,3
271,MCENTIRE,Operations,Turkey,Level 1,2,1,0,2,5,0.4,4,4,2,3,6,114,5,1,0,low,F,1,2,1,1,1,1,2,5
272,MCAULIFFE,Sales,Korea,Level 1,2,0,0,2,3,0.4,1,1,2,5,5,240,5,0,0,medium,M,1,2,1,1,1,1,2,3
273,MARTI,Finance,UK,Level 1,2,1,0,3,4,0.4,3,7,1,3,3,232,3,0,0,medium,F,5,2,2,2,2,3,1,5
274,MARTE,Support,China,Level 1,2,0,0,1,5,0.4,3,3,1,3,3,193,4,1,0,low,M,1,2,2,1,2,2,1,1
275,LYDON,IT,US,VP,3,0,0,8,5,0.4,8,8,3,6,6,142,18,0,0,medium,F,2,2,2,1,1,2,1,5
276,LINDHOLM,Warehouse,Korea,Senior Director,5,1,1,8,10,0.4,8,7,3,10,2,164,17,0,1,medium,M,7,9,10,8,5,8,6,7
277,LEYBA,Operations,Korea,Senior Director,5,1,1,10,9,0.4,9,7,3,10,2,140,19,0,0,medium,F,7,10,7,8,5,7,8,8
278,LEADER,Sales,Australia,Senior Director,5,1,1,8,9,0.4,8,8,3,10,6,101,19,0,1,high,M,7,9,8,7,5,7,7,7
279,LANGEVIN,Finance,China,Director,5,0,1,8,8,0.4,8,8,5,8,3,219,14,0,1,low,M,10,10,9,10,3,8,7,8
280,LAGASSE,Human Resources,Japan,Director,5,1,1,10,8,0.4,8,9,4,10,5,196,16,0,1,high,M,9,7,9,10,3,8,6,8
281,LAFAYETTE,IT,China,Director,5,0,1,9,9,0.4,10,9,3,8,3,180,14,0,1,medium,M,10,8,7,8,5,8,9,7
282,KESLER,Warehouse,Japan,Director,5,1,1,9,9,0.4,10,9,4,9,3,175,17,0,1,medium,F,9,7,8,8,5,7,7,8
283,KELTON,Operations,France,Director,5,1,1,8,8,0.4,9,8,3,8,5,152,17,0,1,medium,M,7,8,8,7,5,7,6,9
284,KAO,Sales,UK,Director,5,0,1,10,8,0.4,8,8,4,8,2,113,17,0,1,medium,F,8,9,10,10,10,9,2,10
285,KAMINSKY,Finance,China,Senior Manager,5,1,1,10,10,0.4,8,9,5,10,5,135,10,0,1,medium,M,10,7,8,9,6,8,7,10
286,JUMP,Human Resources,China,Senior Manager,5,0,1,9,8,0.4,9,8,5,10,3,125,10,0,1,medium,M,9,10,7,9,3,8,6,8
287,JAGGERS,IT,France,Senior Manager,5,0,1,7,10,0.4,5,9,4,10,3,167,11,0,1,high,F,9,8,7,7,6,7,9,7
288,HUMBERT,Warehouse,France,Senior Manager,5,1,1,8,10,0.4,8,9,5,10,2,198,10,0,1,medium,M,10,7,8,8,6,8,9,7
289,HUCK,Operations,Australia,Senior Manager,5,0,1,8,9,0.4,10,9,5,8,3,175,11,0,1,medium,F,8,9,9,9,3,8,6,7
290,HOWARTH,Sales,China,Senior Manager,5,0,1,10,10,0.4,10,7,4,8,5,152,10,0,1,medium,M,10,9,8,8,3,8,9,7
291,HINRICHS,Finance,Colombia,Senior Manager,5,1,1,8,9,0.4,9,8,5,9,2,113,11,0,1,medium,F,10,10,9,10,9,10,1,10
292,HIGLEY,Human Resources,Colombia,Senior Manager,5,1,1,7,10,0.4,7,8,5,7,5,135,15,0,0,medium,M,8,10,7,7,2,7,8,7
293,GUPTON,IT,Australia,Senior Manager,5,0,1,10,9,0.4,9,9,5,9,3,125,10,0,1,medium,M,7,10,10,10,5,8,9,9
294,GUIMOND,Warehouse,UK,Senior Manager,5,0,1,7,10,0.4,7,8,3,7,3,167,10,0,1,high,F,8,9,9,7,6,8,6,9
295,GRAVOIS,Operations,Japan,Senior Manager,5,1,1,9,9,0.4,8,7,4,9,2,198,11,0,1,medium,M,7,9,9,10,5,8,8,9
296,GIGUERE,Sales,US,Senior Manager,5,0,1,8,10,0.4,8,8,4,10,2,99,12,0,1,low,F,8,7,10,8,6,8,7,10
297,FRETWELL,Finance,France,Manager,2,0,0,4,3,0.4,1,7,2,4,4,159,11,0,0,medium,F,5,2,2,2,1,2,2,3
298,FONTES,Human Resources,UK,Manager,2,0,0,6,4,0.4,6,4,2,4,6,220,10,0,0,low,F,5,2,2,2,2,3,2,4
299,FEELEY,IT,Korea,Manager,2,1,0,5,3,0.4,6,5,2,5,6,101,9,0,0,medium,M,4,1,2,1,2,2,2,3
300,FAUCHER,Warehouse,Turkey,Manager,2,0,0,6,4,0.4,6,5,2,5,5,283,12,0,0,low,M,3,1,2,2,2,2,2,1
301,FALL,Operations,US,Manager,3,1,1,10,6,0.4,9,8,3,6,2,142,13,1,0,medium,M,5,2,1,1,1,2,2,1
302,EVAN,Sales,Turkey,Manager,2,0,0,6,3,0.4,6,7,2,5,4,269,15,0,0,medium,F,2,1,1,1,2,1,1,1
303,EICHHORN,Finance,UK,Manager,3,1,0,10,5,0.4,8,8,2,6,6,253,13,1,0,medium,M,2,2,2,1,1,2,1,3
304,ECKER,Human Resources,UK,Manager,2,0,0,6,4,0.4,6,5,2,4,2,124,15,0,0,low,M,1,2,2,1,2,2,1,4
305,EARP,IT,UK,Manager,2,1,0,2,4,0.4,2,2,2,4,3,206,13,0,0,high,M,4,1,2,2,2,2,1,3
306,DOLE,Warehouse,China,Manager,3,0,0,8,6,0.4,8,8,2,7,3,138,12,0,0,medium,F,7,8,7,7,1,6,10,6
307,DINGER,Operations,Turkey,Manager,5,1,1,9,10,0.4,8,7,5,9,5,252,14,0,0,high,F,8,7,8,9,5,7,7,7
308,DERRYBERRY,Sales,Japan,Manager,2,1,0,6,5,0.4,5,7,1,4,4,238,14,0,0,medium,M,2,1,2,1,2,2,1,2
309,DEMARS,Finance,UK,Manager,2,0,0,1,3,0.4,1,1,2,5,3,196,14,0,0,low,F,3,1,2,1,2,2,1,2
310,DEEL,Human Resources,Australia,Manager,2,1,0,3,3,0.4,4,4,1,4,5,226,14,1,0,low,M,2,2,2,2,2,2,2,1
311,COPENHAVER,IT,US,Manager,2,0,0,1,3,0.4,2,4,1,4,2,192,15,1,0,low,M,1,2,2,2,2,2,2,3
312,COLLINSWORTH,Warehouse,UK,Manager,1,1,0,3,2,0.4,2,7,1,4,4,154,15,0,0,high,M,4,1,1,2,1,2,2,1
313,COLANGELO,Operations,France,Manager,3,0,0,9,5,0.4,10,8,2,6,3,189,14,0,0,medium,M,5,1,2,1,1,2,2,5
314,CLOYD,Sales,Australia,Manager,3,1,1,10,6,0.4,8,9,3,7,4,98,11,0,1,low,M,9,7,8,7,9,8,7,7
315,CLAIBORNE,Finance,US,Manager,3,0,1,10,6,0.4,8,7,3,7,2,169,14,1,0,low,F,5,2,1,1,2,2,1,2
316,CAULFIELD,Human Resources,Turkey,Manager,3,1,1,9,6,0.4,8,9,2,7,3,178,14,0,0,high,M,5,2,2,1,1,2,1,4
317,CARLSEN,IT,Turkey,Manager,3,1,0,7,6,0.4,5,9,2,7,2,248,11,0,0,medium,M,7,7,9,8,1,6,7,9
318,CALZADA,Warehouse,Korea,Manager,3,1,1,8,5,0.4,9,8,2,6,2,199,13,0,0,medium,F,4,2,1,1,1,2,2,5
319,CAFFEY,Operations,Australia,Level 2-4,2,0,0,2,4,0.4,3,3,1,3,6,114,9,0,0,medium,M,1,1,2,2,2,2,2,2
320,BROADUS,Sales,France,Level 2-4,2,1,0,4,5,0.4,2,7,1,4,2,266,8,0,0,low,M,2,1,2,1,1,1,2,3
321,BRENNEMAN,Finance,Japan,Level 2-4,2,0,0,3,3,0.4,1,4,1,5,2,127,9,0,0,medium,F,4,2,2,2,1,2,1,2
322,BOUIE,Human Resources,Turkey,Level 2-4,2,0,0,5,3,0.4,5,7,2,3,3,131,10,0,0,medium,F,1,1,2,1,1,1,2,1
323,BODNAR,IT,China,Level 2-4,2,0,0,3,4,0.4,2,4,1,5,3,110,10,0,0,medium,M,4,1,1,1,1,2,1,3
324,BLANEY,Warehouse,Korea,Level 2-4,2,0,0,3,4,0.4,1,6,2,4,3,146,9,0,0,medium,F,2,1,2,1,1,1,2,2
325,BLANC,Operations,France,Level 2-4,2,1,0,2,5,0.4,2,2,1,5,4,140,8,0,0,low,F,5,1,1,1,2,2,1,2
326,BLADES,Sales,UK,Level 2-4,2,0,0,1,5,0.4,4,4,1,5,3,98,10,0,0,low,M,2,2,1,2,1,2,2,1
327,BELTZ,IT,UK,Level 2-4,2,0,0,6,5,0.4,6,4,1,4,6,287,8,0,0,low,F,5,2,1,1,2,2,2,5
328,BEHLING,Human Resources,France,Level 2-4,2,0,0,3,5,0.4,4,5,2,3,3,217,10,0,0,low,F,4,2,2,2,2,2,2,1
329,BEGIN,IT,Australia,Level 2-4,2,0,0,2,4,0.4,2,4,2,4,6,218,8,0,0,medium,M,4,1,2,1,2,2,1,4
330,BARAHONA,Warehouse,Australia,Level 2-4,2,0,0,4,4,0.4,4,7,1,4,3,104,10,0,0,medium,F,3,2,1,2,1,2,2,1
331,YUN,Operations,Colombia,Level 2-4,2,0,0,3,4,0.4,1,6,1,5,4,256,8,0,0,low,F,1,2,1,1,2,1,2,4
332,YOCKEY,Sales,France,Level 2-4,2,1,0,5,5,0.4,6,6,1,3,5,210,8,0,0,low,M,4,1,1,1,2,2,1,2
333,WINKLE,IT,Colombia,Level 2-4,2,1,0,2,5,0.4,2,1,2,4,4,108,9,0,0,low,F,2,1,1,1,1,1,1,2
334,WINDOM,Human Resources,Japan,Level 2-4,2,0,0,5,4,0.4,7,7,1,3,2,275,10,0,0,medium,M,1,4,5,2,1,3,2,4
335,WIMER,IT,Korea,Level 2-4,2,1,0,5,5,0.4,6,4,2,4,2,103,8,0,0,medium,F,2,2,2,2,1,2,4,2
336,WILFORD,Warehouse,Japan,Level 2-4,2,1,0,2,4,0.4,4,1,2,5,3,182,9,0,0,low,F,3,2,1,2,1,2,2,1
337,WASH,Operations,Colombia,Level 2-4,2,0,0,4,5,0.4,4,4,2,3,4,156,10,0,0,high,M,3,2,2,2,2,2,1,1
338,VILLATORO,Sales,UK,Level 2-4,2,1,0,2,5,0.4,2,4,2,3,6,173,9,0,0,medium,F,5,1,1,2,2,2,1,2
339,TREXLER,Finance,China,Level 2-4,2,0,0,3,3,0.4,3,6,1,3,3,145,10,0,0,medium,M,5,4,5,1,1,3,1,1
340,TERAN,Human Resources,UK,Level 2-4,2,1,0,4,4,0.4,4,7,1,3,2,109,10,0,0,low,M,4,1,1,1,2,2,4,5
341,TALIAFERRO,IT,UK,Level 2-4,2,1,0,1,4,0.4,2,3,1,3,3,104,8,0,0,medium,F,2,1,2,1,2,2,2,4
342,SYDNOR,Warehouse,Australia,Level 2-4,2,0,0,3,4,0.4,3,4,1,3,4,256,8,0,0,low,M,5,2,2,1,2,2,1,2
343,SWINSON,Operations,France,Level 2-4,2,1,0,4,3,0.4,1,6,1,4,5,210,10,1,0,low,F,3,1,2,1,2,2,2,1
344,SNELLING,Sales,US,Level 2-4,2,1,0,1,3,0.4,4,3,1,3,4,108,9,1,0,low,M,5,1,1,1,1,2,1,3
345,SMTIH,Finance,Japan,Level 2-4,2,0,0,3,5,0.4,4,6,2,4,2,275,10,0,0,medium,F,3,5,2,1,2,3,2,3
346,SIU,Human Resources,Turkey,Level 2-4,2,1,0,4,5,0.4,3,5,2,5,2,103,8,0,0,medium,F,3,2,2,2,1,2,4,5
347,SIMONTON,IT,US,Level 2-4,4,1,1,7,7,0.4,5,7,3,7,3,182,9,0,1,high,F,8,8,8,9,2,7,8,7
348,SIMONEAUX,Warehouse,US,Level 2-4,4,0,1,7,7,0.4,7,7,4,8,4,156,9,0,1,high,M,7,9,8,10,6,8,7,7
349,SIMONEAU,Operations,Japan,Level 2-4,4,0,1,7,8,0.4,5,8,4,7,6,173,10,0,1,medium,M,9,9,7,10,4,8,7,10
350,SHERRER,Sales,China,Level 2-4,4,0,1,8,7,0.4,8,7,3,7,3,145,10,0,1,medium,F,9,8,8,9,7,8,1,7
351,SEAVEY,Finance,Turkey,Level 2-4,4,0,1,8,7,0.4,10,7,2,7,2,109,10,0,1,high,M,8,8,10,7,4,7,9,9
352,SCHEEL,Human Resources,Australia,Level 2-4,4,1,1,7,7,0.4,6,8,2,7,6,246,8,0,1,medium,M,7,8,9,7,2,7,8,7
353,RUSHTON,IT,France,Level 2-4,4,0,1,8,8,0.4,8,7,2,7,2,199,9,0,1,medium,F,9,9,8,10,2,8,8,9
354,RUPE,Warehouse,US,Level 2-4,4,1,1,10,7,0.4,8,7,5,8,4,165,9,0,0,high,M,10,7,8,7,3,7,8,10
355,RUANO,Operations,China,Level 2-4,4,1,1,10,7,0.4,9,7,5,7,3,173,8,0,1,low,F,9,9,10,7,5,8,7,8
356,RODNEY,Sales,China,Level 2-4,4,1,1,8,8,0.4,10,8,3,7,2,155,8,0,0,low,F,8,7,9,8,5,7,6,8
357,RIPPY,Finance,Japan,Level 2-4,4,1,1,8,8,0.4,8,9,3,8,2,160,10,0,0,medium,F,7,7,7,9,2,6,6,9
358,REINER,Human Resources,UK,Level 2-4,4,1,1,10,8,0.4,9,9,5,9,3,204,9,0,1,medium,M,10,10,10,9,4,9,9,10
359,REIFF,IT,Japan,Level 2-4,4,0,1,7,8,0.4,7,9,4,8,3,192,8,0,1,low,F,8,9,10,9,2,8,8,9
360,RABINOWITZ,Warehouse,China,Level 2-4,4,0,1,9,7,0.4,8,9,3,8,3,162,8,0,1,medium,M,8,9,10,9,9,9,2,7
361,QUACH,Operations,Turkey,Level 2-4,4,1,1,10,8,0.4,10,8,3,8,6,132,8,0,1,high,M,9,7,7,8,5,7,7,9
362,PENLEY,Sales,UK,Level 2-4,4,0,1,8,8,0.4,9,7,2,7,4,258,10,0,1,high,F,8,7,8,10,5,8,6,10
363,ODLE,Finance,Colombia,Level 2-4,4,1,1,10,7,0.4,9,8,5,10,3,184,10,0,0,medium,F,7,10,8,7,3,7,6,10
364,NOCK,Human Resources,France,Level 2-4,4,0,1,9,8,0.4,8,8,4,9,3,167,9,0,0,medium,M,7,9,8,7,4,7,8,9
365,MINNICH,IT,France,Level 2-4,4,0,1,7,8,0.4,6,9,3,7,3,161,10,0,1,medium,M,8,9,9,9,3,8,7,7
366,MCKOWN,Warehouse,France,Level 2-4,4,1,1,9,7,0.4,8,7,5,7,2,106,8,0,1,high,F,8,9,10,7,5,8,9,10
367,MCCARVER,Operations,US,Level 2-4,4,1,1,9,8,0.4,9,9,3,8,3,120,10,0,1,medium,F,7,10,7,8,2,7,8,7
